,sentiment,message,tweetid,text,is_retweet,is_quoted,quoted_text,date_time,retweets,favorites,hashtags,followers,verified,location,coordinate,language
21887,2,ExxonMobil’s shareholders force the company to confront climate change head on https://t.co/aMZDDaNJF9,870176116086120448,ExxonMobil’s shareholders force the company to confront climate change head on https://t.co/aMZDDaNJF9,False,False,,2017-06-01 07:12:07,0,0,[],316,False,W. Europe and S. E. Asia,,en
21888,1,Does Trump know or even care that his beloved Mar a Largo estate will be under water without an agreement on climate change !,870177222400856064,Does Trump know or even care that his beloved Mar a Largo estate will be under water without an agreement on climate change !,False,False,,2017-06-01 07:16:31,1,0,[],240,False,"Stanley, England",,en
21889,1,"RT @YesBrexit: Tim Farron: 'There's no bigger threat to our country than climate change.' 

Those suicide oak trees need watching. #BBCDeba…",870178472911622144,"RT @YesBrexit: Tim Farron: ""There's no bigger threat to our country than climate change."" 

Those suicide oak trees need watching. #BBCDeba…",True,False,,2017-06-01 07:21:29,282,451,"[{'text': 'BBCDebate', 'indices': [116, 126]}]",10078,False,Ulsterman in GB,,en
21890,1,The U.S. could learn from China about climate change policy | Opinion https://t.co/1bM4Vb4W7Q,870181973129650176,The U.S. could learn from China about climate change policy | Opinion https://t.co/1bM4Vb4W7Q,False,False,,2017-06-01 07:35:24,0,0,[],1319,False,"Detroit,MI",,en
21891,0,RT @nobby15: IDIOT IN ACTION - One Nation senator Malcolm Roberts asking about the connection between penises and climate change…,870183102433251328,RT @nobby15: IDIOT IN ACTION - One Nation senator Malcolm Roberts asking about the connection between penises and climate change 1 Jun - 20…,True,False,,2017-06-01 07:39:53,1,7,[],8218,False,"Perth, Western Australia",,en
21892,2,Britain urges United States to take climate change seriously - Nasdaq https://t.co/OI169t0O7x #Market #Equity,870184240201310208,Britain urges United States to take climate change seriously - Nasdaq https://t.co/OI169t0O7x #Market #Equity,False,False,,2017-06-01 07:44:24,0,0,"[{'text': 'Market', 'indices': [94, 101]}, {'text': 'Equity', 'indices': [102, 109]}]",7364,False,in transit,,en
21893,1,"RT @Mark_Butler_MP: Why will companies cut pollution under Turnbull Govt? 
Because they're 'good citizens'
Govt's climate change policy…",870184377220685824,"RT @Mark_Butler_MP: Why will companies cut pollution under Turnbull Govt? 
Because they're ""good citizens""
Govt's climate change policy is…",True,False,,2017-06-01 07:44:57,43,24,[],30623,True,"Adelaide, South Australia",,en
21894,2,Will CBA's board vote against financing Adani – and against global warming? @CBAnewsroom https://t.co/a3rVHwodtd,870186501430067200,Will CBA's board vote against financing Adani – and against global warming? @CBAnewsroom https://t.co/a3rVHwodtd,False,False,,2017-06-01 07:53:23,0,0,[],400,False,Sydney,,en
21895,1,RT @kengarex: This sculpture by Issac Cordal in Berlin is called “Politicians discussing global warming.” https://t.co/8liiF1PWul,870186550142750721,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21896,-1,RT @MJRLdeGraaff: Global warming is fake! RT World leaders duped by manipulated global warming data https://t.co/dEsGezkkJK via @MailOnline,870195739540025346,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21897,2,RT @SafetyPinDaily: The global reaction to Trump's climate change decision | By @ariabendix https://t.co/BdsttMmild,870198216058314753,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21898,2,"RT @BBCBreaking: China will honour commitments on climate change, PM says, as US appears poised to pull out of key deal https://t.co/lEVWQ7…",870202719197376512,"RT @BBCBreaking: China will honour commitments on climate change, PM says, as US appears poised to pull out of key deal https://t.co/lEVWQ7…",True,False,,2017-06-01 08:57:50,879,1863,[],41315302,True,"London, UK",,en
21899,0,RT @SocStudyHumBiol: Reminder: abstract deadline for the upcoming #SSHB2017 symposium on 'The human biology of climate change' is 30 Jun…,870202730698158081,"RT @SocStudyHumBiol: Reminder: abstract deadline for the upcoming #SSHB2017 symposium on ""The human biology of climate change"" is 30 June h…",True,False,,2017-06-01 08:57:53,4,0,"[{'text': 'SSHB2017', 'indices': [45, 54]}]",456,False,UK/International,,en
21900,1,RT @SenSherrodBrown: Refusing to act on climate change means allowing severe weather to hurt OH farmers and turning a blind eye to algal bl…,870203925235982337,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21901,2,China's Li: fighting climate change is 'global consensus' - Chinese Premier Li Keqiang says fighting climate ch... https://t.co/rw5J3XwfIv,870207702621986816,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21902,-1,RT @mitchellvii: Hollywood should lead on climate change by giving up all the comforts of modern life rather than giving speeches from thei…,870210000450461696,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21903,2,RT @guardianeco: Shareholders force ExxonMobil to come clean on cost of climate change in 'historic' vote https://t.co/AG77Gz1dbG,870210040527020033,RT @guardianeco: Shareholders force ExxonMobil to come clean on cost of climate change in 'historic' vote https://t.co/AG77Gz1dbG,True,False,,2017-06-01 09:26:56,29,30,[],474710,True,"London, UK",,en
21904,1,"RT @richardbranson: Inspiring trip to #Brazil, discussing business as a force for good, leadership &amp; tackling climate change…",870211128919547904,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21905,2,"https://t.co/BuJ3Xb5hNx lllll The UK will continue to lobby the US to take climate change seriously, the Foreign Secretary has said, as th…",870211154290905089,"https://t.co/BuJ3Xb5hNx lllll The UK will continue to lobby the US to take climate change seriously, the Foreign Secretary has said, as th…",False,False,,2017-06-01 09:31:21,0,0,[],1681,False,United Kingdom,,en
21906,2,RT @tveitdal: Exxon shareholders back 'historic' vote on climate requiring the company to assess the risks from climate change.…,870213476656050176,RT @tveitdal: Exxon shareholders back 'historic' vote on climate requiring the company to assess the risks from climate change. https://t.c…,True,False,,2017-06-01 09:40:35,29,42,[],296739,False,"Arendal, Norway",,en
21907,1,"RT @pangsb: @Independent Donald Trump is trying to say if he did not get his way, he will destroy the earth....disregard climate change.",870214627241709568,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21908,1,RT @business: The U.S. has a lot to lose by not leading on climate change https://t.co/ismxnHhzpI https://t.co/0AMv4TtALJ,870214693058727936,RT @business: The U.S. has a lot to lose by not leading on climate change https://t.co/ismxnHhzpI https://t.co/0AMv4TtALJ,True,False,,2017-06-01 09:45:25,60,58,[],5802962,True,New York and the World,,en
21909,2,#BreakingNews CHINA CLIMATE CHANGE - China promises to keep up fight against climate change https://t.co/9h3PTOgqPR,870219265940520961,#BreakingNews CHINA CLIMATE CHANGE - China promises to keep up fight against climate change https://t.co/9h3PTOgqPR,False,False,,2017-06-01 10:03:35,0,0,"[{'text': 'BreakingNews', 'indices': [0, 13]}]",5429,False,"NYC, U.S.",,en
21910,1,"RT @SilverAdie: #donaldtrumpis the sociopath pushing global warming 2 the tipping point,leading to human extinction due to ignoranc…",870219311029399552,"RT @SilverAdie: #donaldtrumpis the sociopath pushing global warming 2 the tipping point,leading to human extinction due to ignorance corrup…",True,False,,2017-06-01 10:03:46,307,657,"[{'text': 'donaldtrumpis', 'indices': [0, 14]}]",25545,False,,,en
21911,1,@SenWarren @realDonaldTrump Such a poor decision. Science has proven climate change. The entire world agrees there'… https://t.co/RJY7WxGbzW,870219317790593024,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21912,-1,"RT @mitchellvii: If manmade climate change is real, why all the manipulation of data to prove it?",870220431420162048,"RT @mitchellvii: If manmade climate change is real, why all the manipulation of data to prove it?",True,False,,2017-06-01 10:08:13,490,1041,[],508223,True,"Miami, FL",,en
21913,1,@realDonaldTrump pulling out of Paris deal! He don't give a fuck about climate change he here to snatch America by the Pussy!,870222898979422208,@realDonaldTrump pulling out of  Paris deal! He don't give a fuck about climate change  he here to snatch America by the Pussy!,False,False,,2017-06-01 10:18:01,0,0,[],819,False,Ghetto SupaStar ,,en
21914,1,"RT @RoKhanna: Thanks to Trump, the U.S. now has a more backwards stance on climate change than North Korea. They signed on to the…",870222913814667265,"RT @RoKhanna: Thanks to Trump, the U.S. now has a more backwards stance on climate change than North Korea. They signed on to the #ParisAgr…",True,False,,2017-06-01 10:18:05,711,818,[],178135,True,"Silicon Valley, CA",,en
21915,2,Donald Trump likely to pull out of Paris deal: US states pledge to continue efforts to combat climate change -…… https://t.co/FkI7wbmHwM,870223926336471044,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21916,2,Trump to announce decision on climate change Thursday https://t.co/8DHcsgw7vt https://t.co/0u2U1huE7q,870226139754545152,Trump to announce decision on climate change Thursday https://t.co/8DHcsgw7vt https://t.co/0u2U1huE7q,False,False,,2017-06-01 10:30:54,0,0,[],508,False,USA,,en
21917,1,"RT @UNEP: 'I call on world leaders, business &amp; civil society to take ambitious action on climate change.' - @antonioguterres…",870227126804512768,"RT @UNEP: ""I call on world leaders, business &amp; civil society to take ambitious action on climate change."" - @antonioguterres #ParisAgreemen…",True,False,,2017-06-01 10:34:49,212,227,[],955723,True,"Nairobi, Kenya",,en
21918,0,Comparing what the manifestos say on energy and climate change https://t.co/lPhcgYCuqo Thanks @CarbonBrief #energy #climatechange #GE2017,870227176381198337,Comparing what the manifestos say on energy and climate change https://t.co/lPhcgYCuqo Thanks @CarbonBrief #energy #climatechange #GE2017,False,False,,2017-06-01 10:35:01,1,0,"[{'text': 'energy', 'indices': [107, 114]}, {'text': 'climatechange', 'indices': [115, 129]}, {'text': 'GE2017', 'indices': [130, 137]}]",229,False,"East, England",,en
21919,1,Totally dangerous that climate change disinformation from the right will set US back AND WEAKEN our leadership role… https://t.co/ZeEw31fbwW,870228440364052480,Totally dangerous that climate change disinformation from the right will set US back AND WEAKEN our leadership role… https://t.co/ZeEw31fbwW,False,True,"GUTFELD: The Paris climate accord is fueled by a lie. Kill it, then let's dance on its grave. (via @TheFive) https://t.co/uDn0u4Hkfq",2017-06-01 10:40:02,0,0,[],48,False,,,en
21920,1,RT @ChrisCuomo: because it is really hard to find a respected scientist who doesn't put stock in global warming. https://t.co/ShPNWHOGDK,870230488090382336,RT @ChrisCuomo: because it is really hard to find a respected scientist who doesn't put stock in global warming. https://t.co/ShPNWHOGDK,True,False,,2017-06-01 10:48:11,72,428,[],1426093,True,In the Arena,,en
21921,2,RT @nytimes: What would it mean for the biggest carbon polluter to abandon the most ambitious effort to fight climate change? https://t.co/…,870231662168166400,RT @nytimes: What would it mean for the biggest carbon polluter to abandon the most ambitious effort to fight climate change? https://t.co/…,True,False,,2017-06-01 10:52:51,470,451,[],44855338,True,New York City,,en
21922,1,"RT @cbryanjones: The list of countries who have turned their back on addressing climate change is short: Syria, Nicaragua, and … the United…",870231690538627072,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21923,2,RT @Energydesk: Exxon shareholders have moved to force the company to disclose the risk climate change poses to its business…,870232702766723072,RT @Energydesk: Exxon shareholders have moved to force the company to disclose the risk climate change poses to its business https://t.co/H…,True,False,,2017-06-01 10:56:59,2,2,[],30329,True,London,,en
21924,2,Chinese &amp; EU officials have been working to agree a joint statement on climate change &amp; clean energy #EUChinaSummit https://t.co/gQiHAkNm3B,870232744575553536,Chinese &amp; EU officials have been working to agree a joint statement on climate change &amp; clean energy #EUChinaSummit https://t.co/gQiHAkNm3B,False,False,,2017-06-01 10:57:09,1,0,"[{'text': 'EUChinaSummit', 'indices': [109, 123]}]",1533,False,Sth Holland & Deepings Europe,,en
21925,2,US researchers claim ‘Beef ban’ can mitigate climate change. https://t.co/DnUtEIDf6C via @postcard_news,870233758535868416,US researchers claim ‘Beef ban’ can mitigate climate change. https://t.co/DnUtEIDf6C via @postcard_news,False,False,,2017-06-01 11:01:10,0,0,[],5574,False,New Delhi,,en
21926,2,"Boris Johnson 'continues to lobby' US on climate change, Trump's decision on Paris agreement looms https://t.co/VPSwATN2Cz #http://finance…",870235778084941824,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21927,1,RT @DavidCornDC: Thanks. But I'm old enough to remember when you mocked Obama for making climate change a priority. https://t.co/sUJYEF7Iwm,870244381734907904,RT @DavidCornDC: Thanks. But I'm old enough to remember when you mocked Obama for making climate change a priority. https://t.co/sUJYEF7Iwm,True,False,,2017-06-01 11:43:23,4752,11707,[],790941,True,"Washington, DC",,en
21928,1,"RT @DWStweets: In South Florida, we don't have the luxury of denying climate change because we're dealing with the reality of it every day.",870248522389606400,"RT @DWStweets: In South Florida, we don't have the luxury of denying climate change because we're dealing with the reality of it every day.",True,False,,2017-06-01 11:59:50,125,492,[],363815,True,"Weston, FL & Washington, D.C.",,en
21929,-1,@peddoc63 I think ol' Joe has had too much #Covfefe already....the left all need valium before they add to faux 'global warming',870250535957348352,@peddoc63 I think ol' Joe has had too much #Covfefe already....the left all need valium before they add to faux 'global warming',False,False,,2017-06-01 12:07:50,0,0,"[{'text': 'Covfefe', 'indices': [43, 51]}]",4075,False,"West Virginia, USA by way of Colorado, Oregon, Oklahoma, Ohio & Virginia",,en
21930,1,"With climate change, Trump may send the USA on a one way ride to true and permanent decline.",870251493575675905,"With climate change, Trump may send the USA on a one way ride to true and permanent decline.",False,False,,2017-06-01 12:11:39,0,0,[],26,False,,,en
21931,0,watched politics last night and realized that republicans only care about taxes and global warming...#petty,870251508947922944,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21932,2,Trump to announce decision on climate change Thursday https://t.co/HQdEUgDzmG,870253664677515264,Trump to announce decision on climate change Thursday https://t.co/HQdEUgDzmG,False,False,,2017-06-01 12:20:16,0,0,[],1301,False,"Montgomery County, PA",,en
21933,-1,"The only climate change we ALL need to be concerned with is when we meet face 2 face with Christ.
Amos 4:12 -'...pr… https://t.co/Ogg4QcIc3M",870257819794198528,"The only climate change we ALL need to be concerned with is when we meet face 2 face with Christ.
Amos 4:12 -""...pr… https://t.co/Ogg4QcIc3M",False,True,@RedHourBen @jaketapper https://t.co/4Pp2CqVl0F,2017-06-01 12:36:47,2,1,[],365,False,Queen City Baptist Church,,en
21934,1,RT @existentialfish: look at the screenshot! someone's actually covering climate change!!! https://t.co/2wqnXCbEBW,870257857341652992,RT @existentialfish: look at the screenshot! someone's actually covering climate change!!! https://t.co/2wqnXCbEBW,True,False,,2017-06-01 12:36:56,17,69,[],19198,False,"Washington, DC",,en
21935,1,RT @guardian: The top five worst things Donald Trump has done on climate change – so far https://t.co/GjhFwkUmqC,870259866174140416,RT @guardian: The top five worst things Donald Trump has done on climate change – so far https://t.co/GjhFwkUmqC,True,False,,2017-06-01 12:44:55,67,60,[],8256204,True,London,,en
21936,1,RT @BramnessEllen: We need to tap into the science base to enable insurance to fill its role in handling climate change @Finnor at #InsConf…,870259878333493248,RT @BramnessEllen: We need to tap into the science base to enable insurance to fill its role in handling climate change @Finnor at #InsConf…,True,False,,2017-06-01 12:44:58,1,0,"[{'text': 'InsConf17', 'indices': [112, 122]}]",110,False,"Finance Norway, Oslo",,en
21937,1,I'm now convinced that no action against climate change is necessary. /s https://t.co/NGM9l5f1WL,870261065682210817,I'm now convinced that no action against climate change is necessary. /s https://t.co/NGM9l5f1WL,False,True,"Republican congressman says God will ""take care of"" climate change https://t.co/bnTczTPpSK",2017-06-01 12:49:41,9,44,[],18358,False,United States,,en
21938,1,"RT @Honey17011: A guide to global warming, Paris pact and the US role #DemForce #TheResistance #UniteBlue https://t.co/RYiBLwAJZ4",870263065329098753,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21939,0,"Dilbert 1, Yale 0: So Scott Adams wrote a Dilbert cartoon poking fun at climate change scientists: View attachment… https://t.co/x9pHXVzjtP",870268210313969670,"Dilbert 1, Yale 0: So Scott Adams wrote a Dilbert cartoon poking fun at climate change scientists: View attachment… https://t.co/x9pHXVzjtP",False,False,,2017-06-01 13:18:04,0,0,[],100,False,,,en
21940,1,RT @ronloch: A call to arms-full-of-cash: How investors can mobilize against climate change https://t.co/OSTJH2pS7X va @GreenBiz #CSR #impa…,870272257989496833,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21941,2,#SMARTPipsHub Finance: LIVE: Trump to announce Paris climate change decision at 3pm ET - https://t.co/juMpTszKlo… https://t.co/IabFqTnrTw,870273287259140097,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21942,-1,The funniest thing in the world is a Liberal who believes in climate change......and smokes (anything). ����,870275388882247682,The funniest thing in the world is a Liberal who believes in climate change......and smokes (anything). 🤣🤣,False,False,,2017-06-01 13:46:36,0,0,[],906,False,United States,,en
21943,2,RT @MotherJones: Exxon investors staged an unprecedented fight against the board over climate change—and won https://t.co/k8cre8L6D8,870278537445425152,RT @MotherJones: Exxon investors staged an unprecedented fight against the board over climate change—and won https://t.co/k8cre8L6D8,True,False,,2017-06-01 13:59:06,132,162,[],809318,True,,,en
21944,1,"RT @wakmax: Ignore Trump for now. Reflect on how far cooperation on climate change has come with EU China, India ploughing ahead https://t.…",870280632898920448,"RT @wakmax: Ignore Trump for now. Reflect on how far cooperation on climate change has come with EU China, India ploughing ahead https://t.…",True,False,,2017-06-01 14:07:26,2,2,[],2003,False,"London, England",,en
21945,1,RT @60milliongirls: RT @GPforEducation Education makes people less vulnerable to the effects of climate change. https://t.co/O719y39D7x ht…,870280639869616128,RT @60milliongirls: RT @GPforEducation Education makes people less vulnerable to the effects of climate change. https://t.co/O719y39D7x  ht…,True,False,,2017-06-01 14:07:28,2,1,[],4056,False,"Montréal, QC, Canada",,en
21946,-1,"@Jim_Gilman @JoelQuatro84 @mistercarter7 @uptownlinda @washingtonpost ...finally admit it. Yes, global warming is f… https://t.co/3IkIKdOP7u",870283555099815936,"@Jim_Gilman @JoelQuatro84 @mistercarter7 @uptownlinda @washingtonpost ...finally admit it. Yes, global warming is f… https://t.co/3IkIKdOP7u",False,False,,2017-06-01 14:19:03,0,0,[],3,False,,,en
21947,2,RT @Kelt_Bio: Trump can’t stop corporate America from fighting climate change: https://t.co/aBfEOTjCtM via @slate,870283574544674818,RT @Kelt_Bio: Trump can’t stop corporate America from fighting climate change: https://t.co/aBfEOTjCtM via @slate,True,False,,2017-06-01 14:19:07,1,1,[],3146,False,,,en
21948,1,@1a @tomkarako This would be a great day to talk about climate change and the Paris agreement. a large amount of pe… https://t.co/wQDkPqIzqZ,870284561732718592,@1a @tomkarako This would be a great day to talk about climate change and the Paris agreement. a large amount of pe… https://t.co/wQDkPqIzqZ,False,False,,2017-06-01 14:23:03,0,0,[],0,False,,,en
21949,2,RT @rbaker65708: Exxon's shareholders just forced the oil giant's hand on climate change https://t.co/C9vmz6D7GP via @motherjones,870286585018941440,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21950,2,RT @TIME: Republican congressman says God will 'take care of' climate change https://t.co/bnTczTPpSK,870288742589837312,"RT @TIME: Republican congressman says God will ""take care of"" climate change https://t.co/bnTczTPpSK",True,False,,2017-06-01 14:39:40,576,522,[],16531521,True,,,en
21951,1,@mashable @meljmcd We have to get through to people re: climate change. Trump is the anti-change,870288753646071809,@mashable @meljmcd We have to get through to people re: climate change. Trump is the anti-change,False,False,,2017-06-01 14:39:42,1,1,[],1397,False,"The Players Theatre, NYC",,en
21952,1,Citizens against climate change: legal action surge indicates a growing global hunger for accountability https://t.co/VDyB6PV3Wy,870293141278121984,Citizens against climate change: legal action surge indicates a growing global hunger for accountability https://t.co/VDyB6PV3Wy,False,False,,2017-06-01 14:57:08,0,1,[],52913,False,UK,,en
21953,2,RT @rulajebreal: China reprimands Trump: There is an international responsibility to act over climate change. https://t.co/DGF3PEQxPb,870297412333486080,RT @rulajebreal: China reprimands Trump: There is an international responsibility to act over climate change. https://t.co/DGF3PEQxPb,True,False,,2017-06-01 15:14:07,82,174,[],128654,True,United States,,en
21954,1,Lets wait 100 years for new set of brilliant minds to confirm climate change then. Oh wait...there won't be any. https://t.co/zVA2ylqOEz,870298421680377856,Lets wait 100 years for new set of brilliant minds to confirm climate change then. Oh wait...there won't be any. https://t.co/zVA2ylqOEz,False,True,The most brilliant minds on the planet once agreed the Earth was flat. Consensus doesn't equal science. #ParisAgreement,2017-06-01 15:18:07,0,0,[],308,False,Everywhere You Go,,en
21955,1,RT @ngadventure: This photographer spent most of his life watching Arctic climate change. Here's what he's learned. #MyClimateAction https:…,870307372341874688,RT @ngadventure: This photographer spent most of his life watching Arctic climate change. Here's what he's learned. #MyClimateAction https:…,True,False,,2017-06-01 15:53:41,295,406,"[{'text': 'MyClimateAction', 'indices': [99, 115]}]",135999,True,,,en
21956,1,RT @NRDC: 62% of Americans say the effect of global warming are happening NOW. @NRDC will continue to fight for climate actio…,870317067941138436,RT @NRDC: 62% of Americans say the effect of global warming are happening NOW. @NRDC will continue to fight for climate action! #ActOnClima…,True,False,,2017-06-01 16:32:13,161,213,[],332371,True,Planet Earth,,en
21957,2,"In Massachusetts, it's not just Democrats urging Trump to stay in the Paris climate change agreement https://t.co/cm5enu0gK6",870317083992764417,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21958,2,#Egypt #France #Italy The Latest: China calls climate change ‘global consensus’ https://t.co/WvJ4C7JjuY https://t.co/7Z9KuAUnkd,870317090485321728,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21959,2,#Ankara #London #Berlin The Latest: China calls climate change ‘global consensus’ https://t.co/yluXVcrSx7 https://t.co/es6kmtebHE,870317094155321344,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21960,1,You'd think that even climate change deniers could get behind this solely from an economic standpoint. A Paris pull… https://t.co/IWPVXMA7TL,870319290771283969,You'd think that even climate change deniers could get behind this solely from an economic standpoint. A Paris pull… https://t.co/IWPVXMA7TL,False,False,,2017-06-01 16:41:03,0,2,[],705,False,"Massachusetts, USA",,en
21961,1,RT @JordanChariton: And this is the kind of he said/she said journalism that keeps the masses dumb on climate change #ParisAgreement https:…,870320392153559040,RT @JordanChariton: And this is the kind of he said/she said journalism that keeps the masses dumb on climate change #ParisAgreement https:…,True,False,,2017-06-01 16:45:25,45,101,"[{'text': 'ParisAgreement', 'indices': [97, 112]}]",94323,True,"New York, NY",,en
21962,2,Economist: climate change won’t be the only major concern if Trump pulls out of the Paris Accord https://t.co/43OkPj0ThU,870323534186393600,Economist: climate change won’t be the only major concern if Trump pulls out of the Paris Accord https://t.co/43OkPj0ThU,False,False,,2017-06-01 16:57:55,0,0,[],3973,False,,,en
21963,1,"@manmademoon Wow, really??! GOP rep: If climate change is real, God will 'take care of it' https://t.co/WKe9tKYqEe",870323542696509440,"@manmademoon Wow, really??!   GOP rep: If climate change is real, God will 'take care of it' https://t.co/WKe9tKYqEe",False,False,,2017-06-01 16:57:57,9,18,[],302,False,Vancouver,,en
21964,2,GOP congressman who believes in climate change says God will 'take care of it' https://t.co/ewPvNw5uvr,870326415001919488,GOP congressman who believes in climate change says God will 'take care of it' https://t.co/ewPvNw5uvr,False,False,,2017-06-01 17:09:21,0,0,[],111,False,"Hayward, CA ",,en
21965,2,"RT @kylegriffin1: Chinese premier to Trump: 'Fighting climate change is a global consensus, it's not invented by China.' https://t.co/tWsut…",870332555177869313,"RT @kylegriffin1: Chinese premier to Trump: 'Fighting climate change is a global consensus, it's not invented by China.' https://t.co/tWsut…",True,False,,2017-06-01 17:33:45,2545,4778,[],668251,True,"Manhattan, NY",,en
21966,1,"RT @RichardDawkins: Yes, climate change is real. And, yes, humans are responsible. But don’t worry, God will intervene (Congressman): http…",870333586834157573,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21967,1,"@UKLabour All governments (except 47) being too slow on climate change, please come out and show us you would ACT f… https://t.co/WyF4CfVUXU",870335478603669509,"@UKLabour All governments (except 47) being too slow on climate change, please come out and show us you would ACT f… https://t.co/WyF4CfVUXU",False,True,"Climate change policy &amp; action is like a deer in your car headlights at night. Too slow...
https://t.co/Iu0pujDQco… https://t.co/DVV2NgZodk",2017-06-01 17:45:22,0,0,[],941,False,,,en
21968,1,"RT @jangir_SK6886: @Gurmeetramrahim These nature disasters are the results of global warming and lack of trees....
Bless to all victims fam…",870335505199755266,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
21969,1,RT @chelseahandler: North Korea believes in climate change. We are the only country in the world that has a political party who denies clim…,870337512463413248,RT @chelseahandler: North Korea believes in climate change. We are the only country in the world that has a political party who denies clim…,True,False,,2017-06-01 17:53:27,5836,19306,[],8219230,True,"Los Angeles, CA",,en
21970,1,Get real on climate change PLEASE https://t.co/v4wTucKfXo #nopipelines #stopkindermorgan https://t.co/PAUtyGWE6d,870340446177943552,Get real on climate change PLEASE https://t.co/v4wTucKfXo  #nopipelines #stopkindermorgan https://t.co/PAUtyGWE6d,False,False,,2017-06-01 18:05:07,0,0,"[{'text': 'nopipelines', 'indices': [59, 71]}, {'text': 'stopkindermorgan', 'indices': [72, 89]}]",553,False,Kamloops,,en
21971,1,"@Acosta @Sophiemcneill maybe we can fill it with climate change deniers, what? we'd have to freeze them first?!... well... ok...",870340491308441600,n,n,n,n,n,-999,-999,n,-999,-999,n,-999.0,n
